username,total_score,categ1,categ2,categ3,categ4,articles1,articles2,articles3,articles4,articles5,articles6,articles7,articles8,articles9,articles10
Snuffles72,373.0,Education,Religion,Entertainment,History,"['Sanford Middle School', 8]","['Henry Sherwin', 5]","['Buddhism', 4]","['Florida Comprehensive Assessment Test', 3]","['Seminole High School (Seminole County, Florida)', 3]","['Super Smash Bros. (video game)', 3]","['Castle gates', 2]","['Terezín', 2]","['Ruppeiner geometry', 2]","['Animation', 2]"
SoCalSuperEagle,974.0,Lists,Sports,Technology,Mass media,"['List of Pokémon', 57]","['List of Pokémon (599–649)', 25]","['Gameplay of Pokémon', 22]","['Dallas Cowboys', 22]","['Pokémon Black and White', 20]","['List of Pokémon (481–493)', 18]","['List of Pokémon (252–319)', 17]","['Ash Ketchum', 16]","['List of Pokémon (1–51)', 15]","['Philadelphia Eagles', 15]"
SoLando,932.0,Military,History,People,Society,"['Billy Liddell', 413]","['HMS Liverpool (C11)', 321]","[""King's Regiment (Liverpool)"", 265]","['Liverpool Scottish', 93]","['Liverpool Irish', 92]","[""8th (The King's) Regiment of Foot"", 90]","['Charles Harington (British Army officer, born 1872)', 89]","['Stig Inge Bjørnebye', 87]","['History of the British Army', 86]","['Brian Horrocks', 51]"
SoWhy,1300.0,Television,Lists,Biography,Culture,"['List of NCIS episodes', 162]","['How I Met Your Mother', 128]","['Adele Spitzeder', 117]","['Italy national football team', 79]","['Anna Sorokin', 71]","['SpellForce 3', 70]","['Warcraft III: Reign of Chaos', 63]","['NCIS (TV series)', 61]","['Grand Theft Auto IV', 56]","['List of NCIS characters', 50]"
Soap,1259.0,Consumer goods,Health,Media,Food and drink,"['Soap', 180]","['Cocomelon', 127]","['Diaper', 105]","['Pillow', 92]","['Die Lollipops', 80]","['Autism spectrum', 67]","['H.U.R.L.', 66]","['Lollipop', 61]","['Human height', 52]","['Dora the Explorer (TV series)', 49]"
SobaNoodleForYou,622.0,Music,Entertainment,Internet,Arts,"['The Maine (band)', 10]","['Riot!', 8]","['Hey Monday', 6]","['All We Know Is Falling', 3]","['Noodle', 2]","['Jin Akutsu', 2]","['Nair-san (film)', 2]","[""Plain White T's"", 2]","['""Weird Al"" Yankovic', 2]","['Wizard101', 2]"
Sobar,117.0,Government,Geography,Politics,Economy,"['List of newspapers in Massachusetts', 2]","['Walpole, Massachusetts', 1]","['2006 Massachusetts gubernatorial election', 1]","['Bradford M. Freeman', 1]",,,,,,
Socom49,463.0,Economics,Geography,Entertainment,Law,"['The Central Reserve Bank of El Salvador', 14]","['Nepal', 5]","['The King of Queens', 4]","['Coercive diplomacy', 4]","['Bad tendency', 4]","['Georgie Pie', 3]","[""Something's Gotta Give (film)"", 2]","['Villa De Giorgi', 2]","['Nicolae Massim', 2]","['Dr. Phil (talk show)', 2]"
SocratesJedi,707.0,Medicine,Science,Society,Education,"['Virginity', 46]","['Adultery', 40]","['Alfred Kinsey', 39]","['Safe sex', 33]","['National Medal of Science', 31]","['Abstinence pledge', 28]","['Blue Valley Northwest High School', 23]","['American Association for the Advancement of Science', 22]","['Lac repressor', 22]","['Eric W. Weisstein', 19]"
Sodabottle,879.0,,,,,"['Coimbatore', 420]","['Tamil Nadu', 258]","['Anti-Hindi agitations of Tamil Nadu', 247]","['Tamil language', 176]","['Justice Party (India)', 176]","['Madurai', 137]","['M. Karunanidhi', 129]","['Tamils', 114]","['Languages with legal status in India', 105]","['India', 98]"
Sodacan,674.0,Geography,Government,History,Culture,"['Grand Palace', 199]","['Chakri dynasty', 193]","['Prime Minister of Thailand', 167]","['Burmese–Siamese War (1547–1549)', 164]","['Wichaichan', 152]","['Lord Lyon King of Arms', 137]","['College of Arms', 135]","['List of Thai monarchs', 134]","['Coronation of the Thai monarch', 128]","['Siamese revolution of 1932', 128]"
Sodin,536.0,Mathematics,Science,People,Philosophy,"['Random matrix', 102]","['Torsten Carleman', 94]","['Naum Akhiezer', 66]","['Yury Trifonov', 65]","['Marcel Riesz', 63]","['Griffiths inequality', 48]","['Hans Rådström', 45]","['Israel Piano Trio', 44]","['Jacobi polynomials', 41]","['Vyacheslav Ganelin', 40]"
Sokac121,500.0,Society,Language,History,People,"['Serbs', 70]","['Croats', 44]","['List of German exonyms for places in Croatia', 23]","['Croatian language', 22]","['Slavs', 22]","['Banovci, Brod-Posavina County', 17]","['Šokci', 14]","['Croats of Vojvodina', 13]","['Banatska Topola', 12]","['Croats of Serbia', 11]"
Solar,650.0,Other,Psychology,Health,Religion,"['Capital punishment', 50]","['Psychic', 22]","['Veganism', 21]","['Out-of-body experience', 17]","['Parapsychology', 13]","['Robert Monroe', 11]","['S. N. Goenka', 10]","['Scrying', 10]","['Astral projection', 9]","['Graham Nicholls', 9]"
Solarra,1071.0,Politics,Law,History,Art,"['Legal status of Hawaii', 35]","['Peng Liyuan', 19]","['Silk Route Museum', 14]","[""Nikah mut'ah"", 14]","['Claymation', 11]","['78 Lyndhurst Way', 11]","['Taribo West', 10]","['Knox v. Service Employees International Union, Local 1000', 10]","['Analog Pussy', 9]","['Belt transect', 9]"
Solarusdude,582.0,Technology,Environment,Transportation,Entertainment,"['Hydrogen economy', 9]","['Hydrogen vehicle', 7]","['Philmont Scout Ranch', 5]","['Franklin/Foxboro Line', 4]","['Ward Churchill', 4]","['Economism', 3]","['Fuel injection', 3]","['Ben Templesmith', 3]","['System of a Down', 3]","['Green hosting', 3]"
Sole,252.0,Television,Geography,Music,People,"['Tumut', 4]","['Weeds (TV series)', 3]","['Anna Creek Station', 3]","['Peter Hore (prankster)', 3]","['Ensiferum', 3]","['Ashfield Boys High School', 2]","['The Spoonman', 1]","['List of programs broadcast by Nine Network', 1]","['Matins of Bruges', 1]","['New South Wales', 1]"
Solenodon,432.0,Human rights,History,People,Culture,"['Universal Declaration of Human Rights', 18]","['Slavery', 8]","['Anna Politkovskaya', 8]","['Ambarchik', 6]","['Stolen Generations', 4]","['White Rose (disambiguation)', 4]","['Dalstroy', 3]","['Columbia Human Rights Law Review', 2]","['Trail of Tears', 2]","['Ageism', 1]"
Solipsist,831.0,Arts,Science,Philosophy,People,"['Pablo Picasso', 70]","['Henry Moore', 68]","['Isaac Newton', 51]","['Leonardo da Vinci', 46]","['Eye of Providence', 41]","['Charles Babbage', 38]","['London Eye', 33]","['Michelangelo', 30]","['Cambridge', 27]","['Travelling funfair', 27]"
Solitude,599.0,History,Media,Society,Politics,"['Jill Ker Conway', 38]","['History of the Netherlands', 24]","['Croquette', 24]","['Something Awful Forums', 16]","['Theo van Gogh (film director)', 15]","['Human', 13]","['John F. Kennedy', 11]","['George W. Bush', 9]","['KaDee Strickland', 9]","['Economic inequality', 8]"
Solomon7968,828.0,History,Education,Science,Lists,"['Rulers of India series', 55]","['Bibliography of India', 46]","['William Wilson Hunter', 43]","['List of International Congresses of Mathematicians Plenary and Invited Speakers', 41]","['Indian Statistical Institute', 22]","['Cambridge County Geographies', 21]","['Gopinath Kallianpur', 21]","['Gopal Chandra Bhattacharya', 20]","['Sudhakara Dvivedi', 20]","['John Black Atkins', 17]"
Solti,493.0,Music,Art,Entertainment,Nature,"['Morten Lauridsen', 5]","['Mephisto Waltzes', 4]","['Requiem (Dvořák)', 4]","['Valse-Impromptu (Liszt)', 4]","['The Noon Witch', 4]","['Étude Op. 25, No. 5 (Chopin)', 3]","['Étude Op. 25, No. 6 (Chopin)', 3]","['Cello Concerto (Dvořák)', 2]","['Das Lied von der Erde', 2]","['Étude Op. 10, No. 7 (Chopin)', 2]"
Solumeiras,832.0,Transportation,Automobiles,Society,People,"['Police Camera Action!', 38]","['Holden Astra', 18]","['Middleton on the Hill', 15]","['Rihanna', 9]","['Volkswagen Golf', 9]","['Volvo 300 Series', 8]","['Daewoo LeMans', 8]","['Mitsubishi Mirage', 8]","['Chrysler Cirrus', 8]","['Toyota Corona T190', 7]"
Soman,916.0,Politics,Government,Economy,Sociology,"['2018 Lebanese general election', 503]","['1964 split in the Communist Party of India', 498]","['Communist Party of India (Marxist)', 327]","['Socialist Party of India (1955)', 238]","['1917 Łódź City Council election', 224]","['Left Party (Sweden)', 221]","['1916 Warsaw City Council election', 189]","['All India Forward Bloc', 177]","['List of political parties in India', 167]","['Communist Party of India', 164]"
Some,105.0,Technology,Information,Internet,Other,"['ISO 3166-1', 1]","['Comparison of cryptographic hash functions', 1]",,,,,,,,
SomeDudeWithAUserName,632.0,,,,,,,,,,,,,,
SomeStranger,574.0,Health,Military,Culture,Society,"['Vestigiality', 30]","['Pro Milone', 6]","['British Rail Diesel Locomotives', 5]","['Cognizant', 4]","['Irish Republican Army (1919–1922)', 4]","['Darbar', 3]","['Jats', 3]","['Richard Francis Burton', 3]","['8th & Ocean', 3]","['James Bond Jr.', 3]"
Someguy1221,1062.0,Geography,Media,Business,Celebrities,"['Tunguska event', 156]","['Zeitgeist: The Movie', 139]","['TV Links', 60]","['Czech Republic', 46]","['Rocket Mortgage', 46]","['Intelius', 45]","['Rodrigo Ávila', 37]","['Jay Leno', 31]","['Duran Duran', 30]","['Tucson, Arizona', 28]"
Someone65,605.0,Religion,History,Philosophy,Society,"['David Wood (Christian apologist)', 122]","['Shia Islam', 55]","['Islam', 31]","['Islamic schools and branches', 29]","['Medina', 28]","['Symbols of Islam', 24]","['Jamile Samuel', 24]","['Holiest sites in Shia Islam', 23]","['Quranism', 21]","['Christophe Lemaitre', 21]"
Someoneinmyheadbutit'snotme,583.0,,,,,,,,,,,,,,
Something,261.0,Politics,Crime,War,Social Movements,"['Carlos Fonseca', 16]","['Critical Resistance', 6]","['Estación Libre', 4]","['Ashanti Alston', 4]","['Anarchist terrorism', 3]","['Symbionese Liberation Army', 2]","['Augusto César Sandino', 2]","['List of conspiracy theories', 1]","['United States House of Representatives', 1]","['Sandinista National Liberation Front', 1]"
Somno,929.0,Entertainment,People,Places,Popular Culture,"['Baldwinsville, New York', 57]","['Sindy', 32]","['Omarion', 31]","['Ben Cousins', 29]","['Jem (TV series)', 26]","['Brian Scalabrine', 25]","['Crossroads School (Santa Monica, California)', 25]","['Manjimup, Western Australia', 25]","[""Fonty's Pool"", 23]","['Wrong Turn 2: Dead End', 22]"
Soms,543.0,Information,Technology,,,"['OC-192', 4]","['Works of John Cage', 3]","['Tier 1 network', 3]","['Killed in action', 3]","['Tier 2 network', 3]","['Tom Langan', 2]","['3:00PM-4:00PM (24 season 6)', 2]","['4:00PM-5:00PM (24 season 6)', 2]","['Plano Senior High School', 2]","['6:00PM-7:00PM (24 season 6)', 2]"
Son,102.0,,,,,,,,,,,,,,
Soni,990.0,Education,Human behavior,Society,Politics,"['2012 Delhi gang rape and murder', 75]","['2013 North India floods', 56]","['United States House Oversight Committee investigation into the Biden family', 24]","['List of festivals in Indian colleges', 21]","['Sky City (Changsha)', 21]","[""List of alumni of St. Stephen's College, Delhi"", 19]","['List of cultural, technical and sports festivals in IITs and NITs', 18]","['Biswa Kalyan Rath', 17]","['Baz Gul Afridi', 17]","['Don Bosco High & Technical School, Liluah', 16]"
Sonia,924.0,Science,Sports,History,Geography,"['Biological control of gorse in New Zealand', 23]","['1980 Summer Olympics medal table', 22]","['John Joseph Woods', 17]","['National parks of New Zealand', 15]","['1992 Winter Olympics medal table', 14]","['Terry Buck', 10]","['List of 1992 Summer Olympics medal winners', 10]","['Tradition', 10]","['Sticky Beak', 9]","['Frederick Rolf', 9]"
Sonic,100.0,,,,,,,,,,,,,,
Sonic is Cool!!,346.0,Science,Technology,Nature,Geography,"['Cohesion (chemistry)', 5]","['Alcohol (chemistry)', 2]","['Photosynthetic picoplankton', 1]","['Cumulus cloud', 1]","['Enga Province', 1]","['2003 European heatwave', 1]","['Fran Levstik', 1]","['Jacques Cartier', 1]","['Gamma motor neuron', 1]","['John Wilkes Booth', 1]"
SonicAD,660.0,Mass media,Sports,Entertainment,Lists,"['NASCAR', 76]","['United Hockey League', 29]","['Survivor: Guatemala', 21]","['The Amazing Race 9', 16]","['NASCAR Cup Series', 15]","['NASCAR Xfinity Series', 11]","[""Jayski's Silly Season Site"", 9]","['List of The Drew Carey Show episodes', 8]","['The Amazing Race', 8]","['Drew Carey', 8]"
Sonicyouth86,557.0,Society,Gender studies,Law,Philosophy,"['Stereotype', 130]","[""Men's rights movement"", 96]","['Gender pay gap in the United States', 67]","['Misogyny in rap music', 65]","['Gender pay gap', 54]","['Rosabeth Moss Kanter', 40]","['Criticism of evolutionary psychology', 37]","['Glass ceiling', 36]","[""Woman's film"", 34]","['Michael Kimmel', 34]"
Sonjaaa,603.0,Technology,Culture,Nature,Health,"['Icelandic orthography', 141]","['The Maritimes', 34]","['Mr. Garrison', 30]","['Geocaching', 28]","['Spore (2008 video game)', 27]","['Transsexual', 26]","['Esperanto jubilee symbol', 25]","['2006 Stanley Cup playoffs', 25]","['Menstrual pad', 25]","['1979 Mississauga train derailment', 24]"
Sophia,679.0,Religion,History,Concepts,People,"['Christ myth theory', 97]","['Jesus', 84]","['Christianity', 63]","['Historicity of Jesus', 42]","['Mars', 31]","['Sun', 30]","['Teddy bear', 29]","[""The God Who Wasn't There"", 27]","['Ancient Egypt', 24]","['Millennium Seed Bank Partnership', 23]"
Sophitus,702.0,Sports,Education,Art,Lists,"['Green Bay Packers', 30]","['Dalton School', 26]","['Williams College', 18]","['Brett Favre', 17]","['National Football League', 14]","['Piet Mondrian', 13]","['List of modern artists', 12]","['List of painters by name', 11]","['Trent Dilfer', 11]","['Thomas Herrion', 10]"
Sophrosune,403.0,Art,Politics,Science,Geography,"['The Kiss (Rodin sculpture)', 6]","['Rhizopus nigricans', 4]","['National Minimum Drinking Age Act', 4]","['Solon, Ohio', 4]","[""What's the New Mary Jane"", 4]","['Proletariat', 3]","['Glacier', 3]","['Stanol ester', 3]","['Honey Bunches of Oats', 2]","['Nation States', 2]"
Sophysduckling,530.0,Literature,Film,Finance,Government,"['Catullus 16', 46]","['Nancy Drew (2007 film)', 45]","['T-X', 40]","['We All Fall Down (Cormier novel)', 37]","['A Grave Talent', 34]","['Captain Horatio Hornblower', 27]","['Topsy-Turvy', 26]","['Credit card debt', 25]","['Berrick Salome', 19]","['Police state', 17]"
Sopoforic,639.0,Mathematics,Entertainment,Fantasy,Health,"['Vorarephilia', 27]","['Filk music', 18]","[""Archimedes's cattle problem"", 16]","['Polygon', 16]","['June 20', 12]","['June 27', 12]","['Aberdeen High School (Washington)', 12]","['Magician (fantasy)', 11]","['Condom', 11]","['June 4', 10]"
Sorna,100.0,,,,,,,,,,,,,,
SorryGuy,869.0,Fiction,Current events,Music,Technology,"['Preuss School', 308]","['The Lord of the Rings', 208]","['Assassination of Benazir Bhutto', 62]","['Neon Bible', 57]","['Friday Night Lights (TV series)', 49]","['2006 North Korean nuclear test', 36]","['Live 8', 22]","['Grand Theft Auto: San Andreas', 11]","['Kanye West', 9]","['North Community High School', 9]"
Sosomk,635.0,Culture,History,People,Geography,"['Georgia (country)', 291]","['Svetitskhoveli Cathedral', 66]","['Ilia Chavchavadze', 42]","['Zaza Pachulia', 40]","['Mikheil Saakashvili', 36]","['Saint George', 31]","['Caucasian race', 27]","['John Shalikashvili', 18]","['Shen Khar Venakhi', 14]","['Chechens', 13]"
Soulkeeper,622.0,Nature,Technology,Animals,Fish,"['Baryancistrus', 11]","['Norwegian Black List', 10]","['Zebra acara', 8]","['Peavey Destiny', 8]","['Squeezebox (network music player)', 8]","['L-number', 7]","['Salmon louse', 7]","['Eric Arthur Tomlinson', 7]","['Construction of electronic cigarettes', 6]","['Macrotocinclus', 6]"
Soulresin,333.0,People,Places,Entertainment,Sports,"['Neil Rogers', 4]","['Plymouth, Indiana', 3]","['Motion in the Ocean', 3]","['Yucaipa, California', 2]","['Mel Gibson', 2]","['Golddigger', 2]","['September 30', 2]","['Inertia', 2]","['Olentangy Liberty High School', 2]","['Association football', 2]"
Soumyasch,886.0,Technology,Software,Operating systems,Internet,"['Alizée', 623]","['Microsoft Silverlight', 259]","['Features new to Windows Vista', 240]","['2008 Indian Premier League', 240]","['Windows Vista', 227]","['Internet Explorer', 181]","['WinFS', 179]","['Microsoft Office 2007', 172]","['Microsoft SQL Server', 121]","['Visual Studio', 120]"
Sound,110.0,Technology,Programming,,,"['Arduino', 2]","['CircuitPython', 1]",,,,,,,,
Soundvisions1,719.0,Music,Culture,Arts,Film,"['List of all-female bands', 66]","['Heart (band)', 23]","['All-female band', 20]","['The Pandoras', 17]","['4 Non Blondes', 14]","['The Aquanettas', 14]","['Five Across the Eyes (film)', 8]","[""We've Got a Fuzzbox and We're Gonna Use It"", 8]","['Marino Marini (sculptor)', 5]","['Fusebox Funk', 5]"
Souravmohanty2005,621.0,Education,History,Religion,Politics,"['Acharya Institutes', 455]","['Visvesvaraya Technological University', 171]","['Kendriya Vidyalaya Hebbal, Bangalore', 101]","['List of colleges affiliated to the Biju Patnaik University of Technology', 49]","['Sathya Sai Baba', 47]","['Shaktimaan', 21]","['Higher education controversy in Odisha', 19]","['Odisha University of Technology and Research', 19]","['Sudarshana Chakra', 17]","['Biju Patnaik University of Technology', 13]"
