,username,total_score,categ1,categ2,categ3,categ4,idx_PV
8213,Vsion,806.0,Government,History,Culture,Politics,2040.0
8214,Vslashg,669.0,Religion,Entertainment,Law,Nature,3320.0
8215,Vsmith,,Environment,Geography,Science,Lists,
8216,Vulcanstar6,462.0,Technology,Medicine,Media,Society,1573.0
8217,Vulturell,565.0,People,Culture,Media,Society,5182.0
8218,Vuvar1,554.0,History,Politics,Government,Other,5255.0
8219,Vyvyan,127.0,Philosophy,Human behavior,Technology,Language,
8220,Vyzasatya,488.0,Culture,Religion,History,Society,6819.0
8221,W.,436.0,,,,,
8222,W1k13rh3nry,632.0,Education,Entertainment,Communication,Technology,7472.0
8223,WAS,586.0,Literature,Culture,Society,Mass media,
8224,WATP,727.0,Sports,Government,Military,History,5519.0
8225,WAvegetarian,845.0,Education,Technology,Entertainment,Nature,1695.0
8226,WBOSITG,102.0,,,,,112.0
8227,WBardwin,642.0,Religion,History,Health,Philosophy,4511.0
8228,WDGraham,844.0,Science,Technology,Information,Time,7234.0
8229,WFCforLife,114.0,,,,,333.0
8230,WHEELER,623.0,Politics,History,Concepts,Culture,6877.0
8231,WIkiman,115.0,,,,,5752.0
8232,WJBaway,258.0,Health,Life,Nature,,6387.0
8233,WJBscribe,1019.0,Government,Society,Health,Lists,35.0
8234,WLU,917.0,Medicine,Culture,Society,Other,3166.0
8235,WODUP,906.0,Education,Entertainment,Nature,People,804.0
8236,WOT,621.0,Philosophy,Government,Law,Health,6902.0
8237,Wackymacs,104.0,,,,,2739.0
8238,Wackywace,874.0,Transportation,Lists,History,Society,5445.0
8239,WacoJacko,839.0,Religion,People,Culture,Education,1985.0
8240,Wadester16,108.0,,,,,927.0
8241,Wadewitz,676.0,Humanities,Information,Knowledge,Lists,
8242,Waerth,521.0,Geography,History,Media,Technology,3685.0
8243,Wafulz,1089.0,Sports,Entertainment,People,Other,2238.0
8244,Waggers,1269.0,Geography,Lists,Places,Society,1630.0
8245,Waggishmab,229.0,,,,,7088.0
8246,WaitingForConnection,748.0,,,,,2699.0
8247,Waldyrious,870.0,Education,History,Language,Society,
8248,Walkerma,768.0,Science,Chemistry,Lists,Knowledge,2337.0
8249,Wallie,661.0,History,Military,People,Mass media,3426.0
8250,Wally,621.0,Politics,History,People,War,4634.0
8251,WaltCip,770.0,History,Entertainment,Politics,Culture,5368.0
8252,Walter,571.0,Geography,Internet,Language,Lists,
8253,Walton,132.0,People,Society,Architecture,Engineering,
8254,Wandalstouring,638.0,Military,History,Government,Politics,3711.0
8255,Wangi,816.0,Geography,Sports,Transportation,Society,1422.0
8256,Wangxuan8331800,593.0,Entertainment,Technology,Lists,Science,4902.0
8257,Ward20,735.0,Health,Controversies,Medicine,Law,2981.0
8258,Ward3001,714.0,Entertainment,Celebrities,Media,History,3157.0
8259,Wardhog,322.0,People,Military,Politics,Environment,6923.0
8260,Wareh,707.0,Philosophy,Literature,Religion,Arts,7463.0
8261,Waris,102.0,Geography,,,,
8262,Warofdreams,979.0,Politics,Government,History,Economy,923.0
8263,Warpath,522.0,Sports,People,Entertainment,Society,3109.0
8264,Warpflyght,635.0,Geography,Information,Mass media,Lists,7297.0
8265,WarpstarRider,729.0,Internet,Entertainment,Technology,Culture,4418.0
8266,Warrah,727.0,Health,Society,Other,Nature,436.0
8267,Warren,877.0,Technology,Internet,Science,Information,
8268,Warrior4321,830.0,History,Religion,Philosophy,Culture,1906.0
8269,WarriorScribe,578.0,Education,People,Society,Religion,3445.0
8270,Warrush,722.0,Sports,Technology,Culture,Time,4317.0
8271,WarthogDemon,849.0,Lists,Music,Entertainment,Concepts,1271.0
8272,Wasbeer,550.0,Politics,Entertainment,Geography,Mass media,7386.0
8273,Wassupwestcoast,737.0,Religion,Culture,Literature,History,1791.0
8274,Watchdogb,612.0,Military,Government,Society,Conflict,3269.0
8275,WatchingYouLikeAHawk,467.0,,,,,2845.0
8276,Waterfox,102.0,,,,,1736.0
8277,Waterjuice,538.0,Business,Geography,People,Subculture,4407.0
8278,Wayne,568.0,Education,Technology,Economy,Standards,
8279,Wayward,743.0,United States,World War II,Microsoft,Philosophy,1635.0
8280,Wctaiwan,788.0,Taiwan,Architecture,Business,Media,2138.0
8281,Wdanwatts,430.0,Science,Religion,Geology,Physics,7203.0
8282,Weakopedia,616.0,Media,History,Military,Economics,5350.0
8283,Weaponbb7,736.0,Religion,Conflict,Society,Politics,3871.0
8284,WearingSunglasses,135.0,People,Entertainment,History,Fashion,3813.0
8285,Weasel,543.0,Geography,History,Transportation,Culture,5706.0
8286,Weatherman90,679.0,Music,Sports,Politics,Society,941.0
8287,WebHamster,794.0,Lists,Music,Culture,Anti-Americanism,7162.0
8288,Webclient101,778.0,Education,Television,Culture,List,1121.0
8289,Webdinger,619.0,Events,Education,Colorado,Disaster,3316.0
8290,Webwarlock,646.0,Gaming,Fictional entities,Culture,Time,4645.0
8291,Wedian,626.0,People,Health,Science,History,5799.0
8292,WegianWarrior,735.0,Religion,Military,History,Technology,7008.0
8293,Wehwalt,,,,,,
8294,WeijiBaikeBianji,734.0,Science,Psychology,Education,Philosophy,2697.0
8295,Weikang,343.0,Education,Entertainment,People,History,7467.0
8296,Weirdy,611.0,Sports,Technology,Media and entertainment,Lists,6701.0
8297,WelcomeAtlas,345.0,Politics,Society,People,Culture,4944.0
8298,WeniWidiWiki,709.0,Religion,Sociology,History,Other,3978.0
8299,Wenli,820.0,Technology,Computer science,Windows operating system,Literature,1093.0
8300,Werdan7,677.0,Geography,Entertainment,People,War,2610.0
8301,Werdna,904.0,Education,Technology,Military,Lists,1239.0
8302,Werdna648,139.0,Government,Science and technology,Drugs,Media and entertainment,692.0
8303,Werdnabot,665.0,Business,History,People,Other,1212.0
8304,WereSpielChequers,,Religion,History,Geography,Culture,
8305,Wereon,688.0,Politics,Mass media,Education,Government,6017.0
8306,Werideatdusk33,630.0,Entertainment,Music,People,Arts,7193.0
8307,Wernher,647.0,Technology,Sports,Computer science,Lists,7072.0
8308,Wes!,639.0,Education,Geography,History,Sports,
8309,Wesley,623.0,Religion,Philosophy,Society,History,5146.0
8310,WesleyDodds,719.0,Music,Entertainment,Culture,History,4869.0
8311,West Virginian,862.0,Geography,History,People,Society,
8312,WestwoodMatt,484.0,Science,Literature,Mathematics,People,6267.0
8313,Wetman,870.0,Mythology,Legend,Nature,Culture,2477.0
8314,Wexcan,776.0,Transportation,Education,Geography,Business,2709.0
8315,Weyes,702.0,Politics,Law,Media,Health,2621.0
8316,Wezzo,565.0,Entertainment,Lists,Government,Culture,481.0
8317,Wgfinley,108.0,Entertainment,Entities,,,1930.0
8318,WhatamIdoing,1066.0,Health,Education,Law,Society,2976.0
8319,WheezyF,436.0,Music,People,Technology,Media,7157.0
8320,Whenaxis,112.0,,,,,2636.0
8321,Where,822.0,Software,History,Geography,Culture,1191.0
8322,Whereizben,630.0,Science,Medicine,Sports,Politics,4818.0
8323,Whimemsz,488.0,Language,History,Government,Other,6746.0
8324,Whipmaster,478.0,Human behavior,Concepts,Other,,4247.0
8325,Whiskeydog,516.0,Academics,Art,Business,Philosophy,3071.0
8326,Whispering,990.0,,,,,2313.0
8327,Whiteguru,920.0,Religion,Engineering,Education,Geography,3892.0
8328,Who,843.0,Entertainment,History,People,Politics,1367.0
8329,Whomp,713.0,Mass media,Television,Internet,Technology,4589.0
8330,Whosyourjudas,570.0,Science,Philosophy,Economy,Nature,3236.0
8331,Whouk,817.0,Politics,Television,Culture,Society,971.0
8332,Whpq,1175.0,Geography,Lists,Literature,Music,7452.0
8333,Whytye,114.0,Biography,Arts,,,3931.0
8334,Wickethewok,908.0,Entertainment,Internet,Technology,Music,3486.0
8335,Widr,,Entertainment,People,Music,Culture,
8336,Wifione,1033.0,Education,Business,Economy,Society,250.0
8337,Wiggles,333.0,Education,History,Geography,Technology,4055.0
8338,Wiggy!,787.0,Sports,Lists,Government,Military,4031.0
8339,Wiglaf,637.0,Humanities,History,People,Philosophy,2214.0
8340,Wik,569.0,Politics,Society,Culture,Religion,3014.0
8341,WikHead,740.0,Music,Lists,Other,Entertainment,3987.0
8342,WikiCats,733.0,Geography,Culture,Health,Lists,3228.0
8343,WikiCopter,812.0,Military,Technology,History,Nature,5016.0
8344,WikiEditor2004,707.0,Geography,Politics,Economy,Culture,
8345,WikiFan04,579.0,Sports,Business,Government,Arts,3133.0
8346,WikiKingOfMishawaka,525.0,,,,,3380.0
8347,WikiMan53,573.0,Television,Education,Politics,Society,2874.0
8348,WikiManOne,704.0,Law,Religion,Society,Politics,3798.0
8349,WikiScholarChad,231.0,Geography,Entertainment,Culture,Sports,5909.0
8350,WikiSlasher,666.0,Internet,Entertainment,Mass media,Concepts,3895.0
8351,WikiSpaceboy,370.0,People,Technology,Military,History,5809.0
8352,WikiTownsvillian,731.0,Government,Geography,Politics,Society,6057.0
8353,WikiZorro,739.0,Current events,Science,Education,Nature,2921.0
8354,Wikiacc,948.0,Politics,Economy,Law,Other,1495.0
8355,Wikiality123,700.0,Culture,History,Religion,Philosophy,6062.0
8356,Wikibofh,830.0,History,People,Military,Entertainment,3515.0
8357,Wikibout,701.0,Mass media,Religion,Government,Sports,6618.0
8358,Wikid77,814.0,Society,Current events,Geography,Culture,2032.0
8359,WikidSmaht,655.0,Entertainment,Lists,Technology,Nature,3734.0
8360,Wikidan829,578.0,Culture,Science,History,Philosophy,3917.0
8361,Wikidemon,894.0,Politics,Society,Law,Other,6778.0
8362,Wikidenizen,560.0,Technology,Mass media,Military,Sports,3246.0
8363,Wikidude57,443.0,Sports,Entertainment,History,Technology,4627.0
8364,Wikidudeman,870.0,Health,Concepts,Human behavior,Society,507.0
8365,Wikieditor222,113.0,Government,,,,5932.0
8366,Wikimachine,678.0,History,Culture,Engineering,Military,1935.0
8367,Wikimaster97,488.0,Geography,Technology,Mass media,Transportation,5228.0
8368,Wikiolap,623.0,Information,Internet,Knowledge,Technology,5376.0
8369,Wikipedia,107.0,,,,,
8370,Wikipedialuva,879.0,Education,Entertainment,Geography,Health,5980.0
8371,Wikipedian2,712.0,Government,History,Law,Military,4958.0
8372,WikipedianProlific,636.0,,,,,3429.0
8373,Wikipedianinthehouse,623.0,,,,,6838.0
8374,Wikipediarules2221,615.0,,,,,506.0
8375,Wikipedical,938.0,Entertainment,Lists,Media,Society,4701.0
8376,Wikipeditor,597.0,Language,Technology,Culture,Economy,4060.0
8377,Wikipeedio,598.0,Entertainment,Nature,Sports,Technology,3766.0
8378,Wikipelli,1124.0,Culture,Geography,History,People,2806.0
8379,Wikireader41,716.0,Politics,Society,Time,War,2171.0
8380,Wikiwind,585.0,Law,Politics,Religion,Society,1245.0
8381,Wikiwoohoo,102.0,,,,,2288.0
8382,Wikiyuvraj,211.0,Arts,Education,Media,Philosophy,6467.0
8383,Wikizach,506.0,Conflict,Government,History,Media,2805.0
8384,Wildhartlivie,792.0,People,Entertainment,History,Human behavior,4205.0
8385,Wildthing2022000,272.0,Sports,Mass media,Geography,Culture,5099.0
8386,Will,485.0,Philosophy,Society,Technology,Law,
8387,WillMak050389,669.0,Entertainment,Sports,Music,Politics,697.0
8388,WillOakland,549.0,People,History,Religion,Science,3678.0
8389,William,100.0,,,,,
8390,WilliamH,946.0,History,Politics,Law,Nature,1130.0
8391,WilliamThweatt,893.0,Geography,Culture,Language,Military,4561.0
8392,Williamborg,827.0,Geography,Engineering,Science,Technology,635.0
8393,Willief,101.0,,,,,7315.0
8394,Willking1979,1003.0,Education,Geography,Media,Society,1014.0
8395,Willow177,603.0,Entertainment,Mass media,Technology,Gaming,5668.0
8396,WillowW,651.0,Science,Mathematics,Physics,Universe,1508.0
8397,Willscrlt,739.0,Food and drink,Entertainment,Culture,Lists,1916.0
8398,Willsmith3,572.0,Transportation,History,Engineering,Society,6627.0
8399,Willydick,421.0,Economy,Government,Geography,Law,6137.0
8400,WilyD,917.0,Geography,History,Society,Religion,387.0
8401,Wimt,913.0,Internet,Politics,Nature,Time,521.0
8402,Wimvandorst,696.0,Science,History,Education,Culture,3799.0
8403,WindFish,463.0,Entertainment,Concepts,Other,Lists,7185.0
8404,Windermere06,796.0,Music,Entertainment,Travel,Business,
8405,Windturbine,177.0,Military,History,People,Government,5360.0
8406,Wine,100.0,,,,,
8407,Wingdude88,509.0,Entertainment,Culture,Society,Lists,5531.0
8408,Winger84,641.0,Music,Entertainment,Culture,Society,905.0
8410,Wingsandsword,724.0,History,Military,Philosophy,Culture,5172.0
8411,Winhunter,1019.0,Government,Geography,Economy,Society,696.0
8412,Winklethorpe,458.0,Business,Law,Taxation,Technology,3318.0
8413,Wisden17,811.0,Education,Sports,History,Society,586.0
8414,Wisdom89,907.0,Music,Entertainment,Culture,People,11.0
8415,Wisesabre,558.0,Politics,Religion,Language,Culture,5671.0
8416,Wissahickon,215.0,Health,Science,Economy,Nature,
8417,Wistless,212.0,Religion,Law,Military,Technology,5832.0
8418,Wittylama,974.0,Arts,Culture,History,Society,4033.0
8419,Wizardman,,Sports,Entertainment,History,People,
8420,Wizardry,101.0,,,,,
8421,Wizzy,684.0,Politics,Government,People,Culture,3874.0
8423,Wj32,100.0,,,,,3477.0
8424,Wjaguar,152.0,Technology,Engineering,Information,Mathematics,5535.0
8425,Wjemather,912.0,Sports,Entertainment,Lists,Society,4356.0
8426,Wjhonson,820.0,Religion,Philosophy,History,Other,6758.0
8427,Wjmummert,700.0,Sports,Geography,Culture,Economy,5827.0
8428,Wknight8111,435.0,Science,Communication,Concepts,History,4833.0
8429,Wknight94,1088.0,Sports,People,History,Entertainment,2117.0
8430,Wl219,846.0,Education,Law,Society,Lists,3442.0
8431,WmE,415.0,Nature,Sports,Technology,Other,6608.0
8432,Wobble,606.0,Society,Human behavior,Culture,History,3851.0
8433,Woggly,711.0,Literature,Lists,Culture,Entertainment,2819.0
8434,Wolf530,743.0,Geography,Education,Government,Time,6928.0
8435,Wolfkeeper,793.0,Technology,Engineering,Science,Health,6514.0
8436,Wolfman,636.0,Politics,History,Law,Military,2643.0
8437,Womble,614.0,Other,Culture,Concepts,Lists,7134.0
8438,Woody,1054.0,Sports,Military,Society,People,729.0
8439,Woodym555,253.0,Military,Society,Sports,People,2187.0
8440,Woonpton,269.0,Philosophy,Science,Government,Media,5831.0
8441,Wordbuilder,806.0,Education,Technology,Entertainment,Geography,4449.0
8442,WorldTraveller101,599.0,Geography,Transportation,Government,Economy,2581.0
8443,Worldtraveller,663.0,Nature,Universe,Science,Technology,3990.0
8444,Worm,100.0,,,,,
8445,Wossi,567.0,Entertainment,Internet,People,Lists,5803.0
8446,Wotnow,546.0,Health,Culture,History,Society,5115.0
8447,Wouterstomp,732.0,Health,Medicine,Disease,Anatomy,3303.0
8448,Wpktsfs,544.0,Education,Geography,People,Sports,3537.0
8449,Wrelwser43,523.0,Language,Culture,Time,Concepts,4052.0
8450,Wrestlinglover,831.0,Entertainment,Sports,Mass media,Lists,5089.0
8451,Writ,100.0,,,,,
8452,Writegeist,554.0,History,Transportation,Culture,Society,3001.0
8453,WriterFromAfar755,467.0,Education,Sports,Government,Geography,4805.0
8454,WriterListener,752.0,Entertainment,Television,Culture,Society,1259.0
8455,Wronkiew,829.0,Astronomy,Space Exploration,Science,Technology,1444.0
8456,Wsanders,593.0,Education,Religion,Politics,Media,3286.0
8457,Wsiegmund,747.0,Geography,Health,Nature,Environment,494.0
8458,Wslack,639.0,Education,Politics,Social Issues,Community,6524.0
8459,Wtmitchell,1082.0,History,Military,Government,Culture,5363.0
8460,Wtshymanski,896.0,Technology,Energy,Engineering,Electronics,6430.0
8461,Wuhwuzdat,948.0,Transportation,Industry,Lists,History,6143.0
8462,Ww,618.0,Cryptography,Health,Technology,World War II,4239.0
8463,Ww2censor,1045.0,Geography,Culture,History,Transportation,2367.0
8464,Wwoods,853.0,Military,History,Education,Geography,5169.0
8465,Wyss,591.0,People,Politics,Entertainment,History,3197.0
8466,X!,1213.0,Music,Science,,,189.0
8468,X1987x,582.0,Science,Health,Culture,Technology,4729.0
8469,X42bn6,724.0,Society,Sports,Education,Media,6307.0
8470,XDanielx,822.0,Philosophy,Ethics,Blockchain,Cryptography,721.0
8471,XP,562.0,Environment,Internet,Media,Conspiracy theories,3446.0
8472,Xania,686.0,Geography,Entertainment,Food and drink,Transportation,2975.0
8473,Xanthoxyl,634.0,Literature,Mathematics,History,Culture,4309.0
8474,Xaosflux,1252.0,Internet,Politics,Entertainment,Nature,292.0
8475,XapApp,582.0,Entertainment,Business,Technology,Internet,4770.0
8476,Xasodfuih,655.0,Health,Law,Economy,Science,2226.0
8477,Xavexgoem,976.0,Politics,Culture,Society,History,1037.0
8478,Xbones1000,110.0,,,,,6142.0
8479,Xcali,679.0,Sports,Technology,Religion,Philosophy,3121.0
8480,Xcalizorz,606.0,Military,History,Education,Literature,3612.0
8481,Xchrisblackx,536.0,Other,Mass media,Government,Concepts,1842.0
8482,Xdamr,830.0,Government,History,Economy,Nature,3128.0
8483,Xdenizen,840.0,People,Business,Culture,Health,550.0
8484,Xebat,323.0,Society,Geography,Politics,Religion,6922.0
8485,Xed,732.0,History,Government,Society,Culture,3579.0
8486,Xeno,1291.0,Entertainment,Technology,Gaming,Military,2270.0
8487,XenoNeon,426.0,Culture,Science,Lists,Internet,3408.0
8488,Xenocide321,298.0,Gaming,Physics,Mathematics,Universe,7410.0
8489,Xenocidic,513.0,Geography,Mass media,Lists,Other,350.0
8490,Xenon54,1022.0,Entertainment,Television,Sports,Gaming,1561.0
8491,Xenus,600.0,Music,People,Politics,Culture,2886.0
8492,Xerocs,454.0,Military,History,Law,Society,7120.0
8493,Xevious,682.0,Technology,Entertainment,Internet,Gaming,7132.0
8494,Xezbeth,,Anime,Culture,Names,Media,
8495,Xhysa,110.0,,,,,6076.0
8496,Xia,766.0,Music,Film,Culture,Performing arts,
8497,Xiaopo,486.0,Religion,History,Philosophy,Language,6984.0
8498,Xihr,628.0,Entertainment,Military,Technology,Science,3280.0
8499,Xiner,925.0,People,Nature,Philosophy,Society,807.0
8500,Xiong,679.0,Mathematics,Engineering,History,Culture,3470.0
8501,Xiphon,485.0,History,Military,Geography,Politics,3767.0
8502,Xiutwel,514.0,Conspiracy theories,History,Religion,Politics,5227.0
8503,Xnuala,741.0,Business,Entertainment,People,Life,961.0
8504,Xolatron,609.0,Entertainment,Concepts,Fictional universe,Technology,3353.0
8505,Xoloz,865.0,Society,Other,Mass media,Time,4.0
8506,Xor24,342.0,Education,Health,Mass media,Geography,5811.0
8507,Xp54321,811.0,Internet,Technology,Military,Politics,930.0
8508,Xrblsnggt,613.0,Food and drink,Science,People,Nature,6764.0
8509,Xtra,599.0,Government,Geography,Economy,Mass media,2528.0
8510,Xtreambar,753.0,Education,History,Society,Lists,6517.0
8511,Xtreme,100.0,,,,,
8512,Xtv,566.0,Culture,Geography,Language,Entertainment,5226.0
8513,Xurtio,435.0,Science,Technology,Biology,Health,5150.0
8514,Xxanthippe,779.0,People,Literature,History,Philosophy,2122.0
8515,Xy7,102.0,,,,,4237.0
8516,Xymmax,1161.0,People,Religion,Law,Other,432.0
8517,Xyzzyplugh,719.0,Internet,Mass media,Lists,Entertainment,4479.0
8518,Y,1007.0,Government,Education,Society,History,360.0
8519,Y0u,725.0,Entertainment,Technology,Culture,Other,1337.0
8520,YHoshua,678.0,Geography,Sports,History,People,5836.0
8521,Yaf,638.0,Law,Politics,Society,Other,1664.0
8522,Yahel,100.0,,,,,
8523,Yaksar,798.0,Entertainment,Lists,People,Other,1951.0
8524,Yaksha,706.0,Entertainment,Characters,Lists,Other,3727.0
8525,Yakudza,716.0,Culture,History,Language,People,4148.0
8526,Yamaguchi先生,1108.0,Geography,Food and drink,Education,Entities,748.0
8527,Yamaka122,636.0,Mass media,Entertainment,People,Science,3433.0
8528,Yamakiri,816.0,Concepts,Geography,Knowledge,Education,2229.0
8529,Yamanam,542.0,History,Religion,Politics,Society,5842.0
8530,Yamanbaiia,657.0,Entertainment,People,Lists,Other,1776.0
8531,Yamara,739.0,Time,Philosophy,History,Religion,5400.0
8532,Yamla,1049.0,Entertainment,People,Lists,Culture,1837.0
8533,Yandman,784.0,Government,Military,Science,Politics,952.0
